,ITERATION,AMPLITUDE
0,0.0,0.33433343791245257
1,1.0,2.114424277281933
2,2.0,0.5189811754991047
3,3.0,1.1760737849526923
4,4.0,1.4858953702925755
5,5.0,0.3146051941740621
6,6.0,0.992832880325222
7,7.0,0.6058750251147835
8,8.0,1.8828839272700086
9,9.0,0.7600252144198748
10,10.0,0.6479636194720534
11,11.0,0.4747486099076523
12,12.0,1.9653364877893025
13,13.0,0.9866876386519815
14,14.0,0.446660410830273
15,15.0,1.0160934478496086
16,16.0,0.980446843571753
17,17.0,1.6728249904087387
18,18.0,0.8801928095531705
19,19.0,0.2803412620008917
20,20.0,0.609564654507322
21,21.0,0.4474057854226173
22,22.0,0.1900723524248056
23,23.0,0.706963342655884
24,24.0,0.8566168196006229
25,25.0,0.4701509031102843
26,26.0,0.6583443332951765
27,27.0,1.8173116469239587
28,28.0,0.23163324720836273
29,29.0,0.6021056230999491
30,30.0,0.040130943336539965
31,31.0,1.0872313188580531
32,32.0,1.0231218368649009
33,33.0,1.1381702534487794
34,34.0,1.1801869586987332
35,35.0,1.5685344996847994
36,36.0,0.7804753703280761
37,37.0,0.9063717884219465
38,38.0,1.9056210318661577
39,39.0,0.3334050859936064
40,40.0,0.6903007863354016
41,41.0,0.8731432026342243
42,42.0,0.5504804577293139
43,43.0,0.6229304535325484
44,44.0,0.5559614506580679
45,45.0,0.1324024373333059
46,46.0,0.8733458507936986
47,47.0,0.1806420082232887
48,48.0,0.41727788859595194
49,49.0,1.608020948700457
50,50.0,1.2812920354258914
51,51.0,1.5331570413960935
52,52.0,1.6621787747952563
53,53.0,0.6034866056124254
54,54.0,0.41379324628938396
55,55.0,0.5002990647391208
56,56.0,1.7355518673395183
57,57.0,0.9914267527704297
58,58.0,1.0348337079725185
59,59.0,0.9352740476977062
60,60.0,0.7102081447742024
61,61.0,0.38103014143806613
62,62.0,0.9409870660960755
63,63.0,1.5956820622471444
64,64.0,0.6895706996338564
65,65.0,0.9268133387181104
66,66.0,0.6762496467840206
67,67.0,2.481861211053447
68,68.0,0.2480979130124108
69,69.0,1.5000531651059448
70,70.0,1.0275679821227712
71,71.0,0.0027275972475241297
72,72.0,1.537879521256721
73,73.0,0.2489334689175588
74,74.0,1.3910536385956263
75,75.0,0.3605746078933688
76,76.0,0.3002695433205463
77,77.0,1.0746531332354663
78,78.0,0.9747329379185389
79,79.0,0.6915638703394033
80,80.0,0.9418390715976397
81,81.0,0.618666880230883
82,82.0,0.34654926498447586
83,83.0,0.6080462002548036
84,84.0,1.5916957854665226
85,85.0,0.1255103119340699
86,86.0,0.6861603166838803
87,87.0,0.5887901356646759
88,88.0,1.2069109066948343
89,89.0,1.147512471495333
90,90.0,3.429252539278952
91,91.0,0.41007955089020987
92,92.0,1.0134859444970272
93,93.0,0.2580466321523385
94,94.0,1.2002425470984006
95,95.0,1.1468630333219079
96,96.0,0.9000658929552906
97,97.0,0.6699022186772234
98,98.0,0.38796760301179384
99,99.0,0.582469807069046
100,100.0,2.94659235324192
101,101.0,0.21285573720968223
102,102.0,0.5396366174109032
103,103.0,1.5018168752987724
104,104.0,0.09838187213583884
105,105.0,0.3453943718793353
106,106.0,0.39508387393916217
107,107.0,0.3662559897215911
108,108.0,0.601707099298285
109,109.0,0.7182545504347996
110,110.0,1.4395328455434382
111,111.0,1.2581715523039771
112,112.0,0.2635373819994803
113,113.0,1.4542072714651757
