,TYPE,SLOPE
0,SAME,0.35734552209365994
1,SAME,0.37722199245523474
2,SAME,0.385065746265158
3,SAME,0.385065746265158
4,SAME,0.38506574626515794
5,SAME,0.490248899369119
6,SAME,0.31069648068652783
7,SAME,0.3752563439787033
8,SAME,0.3751441483716462
9,SAME,0.3751441483716464
10,SAME,0.4794874823549008
11,SAME,0.4595747869920353
12,SAME,0.3772219924552348
13,SAME,0.37525634397870333
14,SAME,0.36548829275334654
15,SAME,0.3752563439787033
16,SAME,0.36548829275334654
17,SAME,0.37722199245523474
18,SAME,0.45334232219183607
19,SAME,0.49024889936911886
20,SAME,0.3870605353349211
21,SAME,0.39692199763772257
22,SAME,0.3106964806865277
23,SAME,0.299372661471081
24,SAME,0.38706053533492135
25,SAME,0.375144148371646
26,SAME,0.30599262596092247
27,SAME,0.5001441907031304
28,SAME,0.3751441483716462
29,SAME,0.3039688066406408
30,SAME,0.30599262596092247
31,SAME,0.46217144117055675
32,SAME,0.2993726614710811
33,SAME,0.4701292788086255
34,SAME,0.47012927880862543
35,SAME,0.30599262596092225
36,SAME,0.45957478699203524
37,SAME,0.299372661471081
38,SAME,0.48060249062132865
39,SAME,0.49024889936911886
40,SAME,0.3059926259609226
41,SAME,0.3654882927533465
42,SAME,0.4701292788086256
43,SAME,0.4902488993691189
44,SAME,0.38506574626515816
45,SAME,0.3850657462651579
46,SAME,0.38506574626515794
47,SAME,0.49024889936911886
48,SAME,0.3751441483716462
49,SAME,0.30599262596092264
50,SAME,0.29563287751615763
51,SAME,0.5001441907031302
52,SAME,0.5001441907031302
53,SAME,0.3969219976377228
54,SAME,0.38506574626515805
55,SAME,0.3752563439787033
56,SAME,0.39692199763772235
57,SAME,0.375144148371646
58,SAME,0.47012927880862543
59,SAME,0.29937266147108105
60,SAME,0.3751441483716464
61,SAME,0.39692199763772246
62,SAME,0.3654882927533465
63,SAME,0.38506574626515805
64,SAME,0.3850657462651579
65,SAME,0.299372661471081
66,SAME,0.36548829275334654
67,SAME,0.5147544735293303
68,SAME,0.4701292788086254
69,SAME,0.5001441907031302
70,SAME,0.24045774865649375
71,SAME,0.37722199245523486
72,SAME,0.24013078843741484
73,SAME,0.2956328775161578
74,SAME,0.2993726614710809
75,SAME,0.47038922724364174
76,SAME,0.31069648068652783
77,SAME,0.30599262596092247
78,SAME,0.49024889936911864
79,SAME,0.4794874823549008
80,SAME,0.3772219924552348
81,SAME,0.46217144117055675
82,SAME,0.37525634397870333
83,SAME,0.385065746265158
84,SAME,0.46217144117055703
85,SAME,0.4424265127222172
86,SAME,0.300854455156188
87,SAME,0.47012927880862565
88,SAME,0.30599262596092247
89,SAME,0.47948748235490074
90,SAME,0.3039688066406408
91,SAME,0.3870605353349214
92,SAME,0.4703892272436416
93,SAME,0.30599262596092247
94,SAME,0.30599262596092247
95,SAME,0.3850657462651579
96,SAME,0.38506574626515805
97,SAME,0.37525634397870333
98,SAME,0.5001441907031302
99,SAME,0.47038922724364174
100,SAME,0.29937266147108116
101,SAME,0.29937266147108116
102,SAME,0.3039688066406408
103,SAME,0.30599262596092225
104,SAME,0.35734552209365994
105,SAME,0.2993726614710809
106,SAME,0.38714650584400406
107,SAME,0.3752563439787033
108,SAME,0.2993726614710809
109,SAME,0.47948748235490074
110,SAME,0.3752563439787033
111,SAME,0.2993726614710809
112,SAME,0.45450356101561656
113,SAME,0.38506574626515794
114,SAME,0.5147544735293303
115,SAME,0.46217144117055675
116,SAME,0.45957478699203536
117,SAME,0.37722199245523497
118,SAME,0.375144148371646
119,SAME,0.3870605353349214
120,SAME,0.4902488993691189
121,SAME,0.3752563439787033
122,SAME,0.4902488993691189
123,SAME,0.47012927880862526
124,SAME,0.2956328775161579
125,SAME,0.3059926259609222
126,SAME,0.47948748235490074
127,SAME,0.4595747869920353
128,SAME,0.37525634397870333
129,SAME,0.3969219976377226
130,SAME,0.45957478699203536
131,SAME,0.3870605353349211
132,SAME,0.31069648068652783
133,SAME,0.3751441483716461
134,SAME,0.36548829275334654
135,SAME,0.24013078843741478
136,SAME,0.3850657462651578
137,SAME,0.4533423221918363
138,SAME,0.30396880664064085
139,SAME,0.4794874823549008
140,SAME,0.30396880664064085
141,SAME,0.30599262596092247
142,SAME,0.37722199245523497
143,SAME,0.30085445515618825
144,SAME,0.30599262596092264
145,SAME,0.5001441907031302
146,SAME,0.4621714411705568
147,SAME,0.45334232219183607
148,SAME,0.48060249062132865
149,SAME,0.30085445515618825
150,SAME,0.4701292788086255
151,SAME,0.37722199245523474
152,SAME,0.30599262596092264
153,SAME,0.31069648068652767
154,SAME,0.3850657462651579
155,SAME,0.5001441907031304
156,SAME,0.24013078843741478
157,SAME,0.3654882927533465
158,SAME,0.4794874823549008
159,SAME,0.31069648068652767
160,SAME,0.3850657462651578
161,SAME,0.3772219924552348
162,SAME,0.387060535334921
163,SAME,0.3871465058440041
164,SAME,0.38506574626515794
165,SAME,0.29937266147108105
166,SAME,0.3850657462651579
167,SAME,0.46217144117055675
168,SAME,0.4595747869920353
169,SAME,0.49024889936911864
170,SAME,0.47012927880862526
171,SAME,0.45334232219183607
172,SAME,0.5001441907031304
173,SAME,0.36277230940734434
174,SAME,0.45450356101561656
175,SAME,0.38506574626515794
176,SAME,0.5147544735293305
177,SAME,0.46217144117055686
178,SAME,0.24013078843741484
179,SAME,0.3850657462651578
180,SAME,0.46217144117055675
181,SAME,0.38506574626515805
182,SAME,0.37525634397870344
183,SAME,0.31069648068652767
184,SAME,0.3850657462651579
185,SAME,0.29937266147108105
186,SAME,0.49024889936911864
187,SAME,0.46217144117055686
188,SAME,0.24045774865649372
189,SAME,0.30599262596092247
190,SAME,0.3059926259609224
191,SAME,0.3751441483716461
192,SAME,0.4701292788086256
193,SAME,0.3752563439787033
194,SAME,0.38506574626515816
195,SAME,0.46217144117055686
196,SAME,0.2401307884374149
197,SAME,0.5147544735293303
198,SAME,0.38506574626515794
199,SAME,0.39692199763772235
200,SAME,0.49024889936911886
201,SAME,0.3059926259609224
202,SAME,0.30599262596092247
203,SAME,0.3969219976377225
204,SAME,0.5001441907031302
205,SAME,0.38506574626515805
206,SAME,0.38506574626515794
207,SAME,0.375144148371646
208,SAME,0.36548829275334654
209,SAME,0.4701292788086255
210,SAME,0.3654882927533465
211,SAME,0.3039688066406408
212,SAME,0.3059926259609224
213,SAME,0.2956328775161579
214,SAME,0.3751441483716461
215,SAME,0.385065746265158
216,SAME,0.24045774865649377
217,SAME,0.37722199245523486
218,SAME,0.38506574626515794
219,SAME,0.29563287751615763
220,SAME,0.3106964806865278
221,SAME,0.29937266147108105
222,SAME,0.4595747869920352
223,SAME,0.24013078843741484
224,SAME,0.3106964806865277
225,SAME,0.3752563439787033
226,SAME,0.3039688066406408
227,SAME,0.38506574626515794
228,SAME,0.3870605353349214
229,SAME,0.3751441483716464
230,SAME,0.2429941652647574
231,SAME,0.3008544551561879
232,SAME,0.2993726614710811
233,SAME,0.3871465058440042
234,SAME,0.38706053533492135
235,SAME,0.38506574626515794
236,SAME,0.4621714411705568
237,SAME,0.29937266147108105
238,SAME,0.38506574626515816
239,SAME,0.29937266147108116
240,SAME,0.47012927880862526
241,SAME,0.3106964806865277
242,SAME,0.37722199245523486
243,SAME,0.48060249062132865
244,SAME,0.2429941652647574
245,SAME,0.3751441483716461
246,SAME,0.3772219924552347
247,SAME,0.490248899369119
248,SAME,0.300854455156188
249,SAME,0.4902488993691186
250,SAME,0.3969219976377228
251,SAME,0.35734552209365994
252,SAME,0.3871465058440042
253,SAME,0.3752563439787033
254,SAME,0.49024889936911886
255,SAME,0.4701292788086255
256,SAME,0.4902488993691186
257,SAME,0.38506574626515794
258,SAME,0.49024889936911886
259,SAME,0.3850657462651578
260,SAME,0.39692199763772257
261,SAME,0.37525634397870333
262,SAME,0.2993726614710811
263,SAME,0.375144148371646
264,SAME,0.5147544735293303
265,SAME,0.3654882927533463
266,SAME,0.4281900006855453
267,SAME,0.31069648068652783
268,SAME,0.31069648068652767
269,SAME,0.4533423221918361
270,SAME,0.4281900006855453
271,SAME,0.4595747869920352
272,SAME,0.30085445515618825
273,SAME,0.3752563439787033
274,SAME,0.47012927880862526
275,SAME,0.3850657462651578
276,SAME,0.3654882927533465
277,SAME,0.38506574626515805
278,SAME,0.4621714411705568
279,SAME,0.38714650584400406
280,SAME,0.3870605353349211
281,SAME,0.3627723094073442
282,SAME,0.46217144117055703
283,SAME,0.38506574626515794
284,SAME,0.3969219976377224
285,SAME,0.490248899369119
286,SAME,0.3752563439787033
287,SAME,0.3751441483716464
288,SAME,0.5001441907031302
