,ITERATION,AMPLITUDE
0,0.0,0.39436165674068413
1,1.0,0.19221420149339508
2,2.0,0.03850530877506359
3,3.0,0.6415014323301786
4,4.0,-0.2599364574433857
5,5.0,0.3394325225435215
6,6.0,-0.3638635159697801
7,7.0,-0.23804689675456703
8,8.0,0.03142726546485334
9,9.0,0.6948008705499216
10,10.0,0.43944472838952914
11,11.0,0.8109666947810298
12,12.0,0.6412115924628359
13,13.0,0.39355938618242303
14,14.0,-0.5086288000486189
15,15.0,0.8726542692980528
16,16.0,0.038961565460402345
17,17.0,-0.4209727730710418
18,18.0,-0.13646375806145986
19,19.0,-0.08299761387814066
20,20.0,-0.36379382817050454
21,21.0,-0.531754791100641
22,22.0,0.43460465627686456
23,23.0,-0.6131856505433527
24,24.0,-0.6939133523868297
25,25.0,-1.2071820251172698
26,26.0,0.27605318825863107
27,27.0,0.43193365856892596
28,28.0,0.07485490509801226
29,29.0,-0.686132601622886
30,30.0,-0.7653720112452023
31,31.0,-1.1135771918530302
32,32.0,1.157569396736263
33,33.0,1.0304403390732562
34,34.0,-0.5177422574706912
35,35.0,-0.31867533880518795
36,36.0,0.25809435568451405
37,37.0,-0.6410950129768893
38,38.0,0.19809264594749995
39,39.0,-0.17006809678009754
40,40.0,0.43082324713250714
41,41.0,0.2514737574058768
42,42.0,-0.9272471736905507
43,43.0,-0.2930451270092018
44,44.0,0.7351395737455344
45,45.0,-0.3684665038715357
46,46.0,0.30967144672014935
47,47.0,0.2594677389549333
48,48.0,-0.04725671476490364
49,49.0,-0.34597138423513596
50,50.0,0.07488387848733051
51,51.0,-0.8130430246107342
52,52.0,-0.4827259191170879
53,53.0,-0.37063999969573924
54,54.0,0.27651135918549385
55,55.0,-1.0820307908002413
56,56.0,-0.7851270865585408
57,57.0,0.4113444271296424
58,58.0,0.4293129814454604
59,59.0,0.20098079205158303
60,60.0,0.3309638128935873
61,61.0,-0.27228798211330196
62,62.0,-0.08216076020528938
63,63.0,0.09802270829837068
64,64.0,0.5480167812255125
65,65.0,-0.521730281167888
66,66.0,0.4979666530998517
67,67.0,0.7371335694739823
68,68.0,0.595537692848814
69,69.0,-0.7003815161253201
70,70.0,-1.0831047796436055
71,71.0,-0.2851245260112705
72,72.0,-1.0186157177343111
73,73.0,-0.6848885197653206
74,74.0,-1.17178009927627
75,75.0,-0.7391448120929746
76,76.0,-0.3483595246827759
77,77.0,0.22175803768645738
78,78.0,0.29657791573911574
79,79.0,0.42400849462354484
80,80.0,-0.49165142663989486
81,81.0,-0.6624388966279401
82,82.0,-0.7540953154190426
83,83.0,-0.4946086641909222
84,84.0,1.0193203196527114
85,85.0,0.041063889469009365
86,86.0,0.3685869704913539
87,87.0,-0.9229655928394629
88,88.0,0.42262446336372883
89,89.0,0.38324083058144964
90,90.0,-0.3606794303045486
91,91.0,-0.330035423959587
92,92.0,0.09591349468911378
93,93.0,0.750681798188722
94,94.0,0.2663869929433093
95,95.0,1.1936188081655783
96,96.0,-0.3780582496166039
97,97.0,0.9606212805392677
98,98.0,0.4485187722828028
99,99.0,0.6097302076179506
100,100.0,-0.16152647118912392
101,101.0,-0.44303666895926147
102,102.0,0.16506425562317276
103,103.0,-0.08730806956239336
104,104.0,1.0084614409379726
105,105.0,-0.20466230399913748
106,106.0,-0.1758212631764345
107,107.0,-0.18455655405533597
108,108.0,0.26711812968341614
109,109.0,-0.9683280878026124
110,110.0,0.3611595236243866
111,111.0,0.8163359947609431
112,112.0,-0.7476799341747215
113,113.0,0.5688820228995654
114,114.0,0.6926493097479542
115,115.0,0.9000625711324151
116,116.0,-0.20487526172549383
117,117.0,-1.19285651621255
118,118.0,0.7038476130468594
119,119.0,-0.48994059857418776
120,120.0,0.43124830291236865
121,121.0,-0.5900748537246516
122,122.0,-0.5145871570674407
123,123.0,0.5581347568145114
124,124.0,0.740495055222749
125,125.0,-0.28776148158385745
126,126.0,-0.18638787868984705
127,127.0,0.3734812793536988
128,128.0,-1.3087303958132108
129,129.0,0.5572478910402703
130,130.0,0.6218862476942436
131,131.0,0.6045001364505096
132,132.0,0.40192828597432934
133,133.0,-0.3823697022062561
134,134.0,1.044048712830509
135,135.0,-0.30194267808983677
136,136.0,0.3555146371037504
137,137.0,-0.8349377022587428
138,138.0,-0.5402456135490353
139,139.0,0.07497474054587024
140,140.0,0.3447946618646896
141,141.0,0.2553444329368089
142,142.0,0.5415118039319281
143,143.0,0.3521171210220774
144,144.0,0.9292052493315942
145,145.0,0.05605989873400631
146,146.0,0.022200415155581063
147,147.0,-0.848171252961977
148,148.0,-0.19143497250800398
149,149.0,0.5334947902205409
150,150.0,-0.78171718018288
151,151.0,-0.7825110750798717
152,152.0,0.186206770245456
153,153.0,0.6234860170627037
154,154.0,-0.7930086639995909
155,155.0,-0.8051100046120273
156,156.0,0.07693222088261528
157,157.0,-0.4458074426091087
