,TYPE,SLOPE
0,SAME,0.2349304820043729
1,SAME,0.3442691155766909
2,SAME,0.27704088938256466
3,SAME,0.2110315366627684
4,SAME,0.18866628001460262
5,SAME,0.29430492891604826
6,SAME,0.17191941638862382
7,SAME,0.31117964516208796
8,SAME,0.26897408266300116
9,SAME,0.19329488327090222
10,SAME,0.28297244599768484
11,SAME,0.29021327784401985
12,SAME,0.20317951340269644
13,SAME,0.2519032066592157
14,SAME,0.3211571858509629
15,SAME,0.2724552276241158
16,SAME,0.2807485537251648
17,SAME,0.2423545005015347
18,SAME,0.2967587413776282
19,SAME,0.21822677048060438
20,SAME,0.21376117968394973
21,SAME,0.2039438153542851
22,SAME,0.2154259200300805
23,SAME,0.1301797303280938
24,SAME,0.25734087052988985
25,SAME,0.26497049220491947
26,SAME,0.2722856075380166
27,SAME,0.1999122144641374
28,SAME,0.30077935941932776
29,SAME,0.315158585513526
30,SAME,0.28504209134652575
31,SAME,0.34379407460456524
32,SAME,0.2824595826874465
33,SAME,0.3235548822125076
34,SAME,0.1867869454022302
35,SAME,0.19120108702223992
36,SAME,0.20380345067731842
37,SAME,0.31516117596612875
38,SAME,0.19780411983273496
39,SAME,0.3017448754881253
40,SAME,0.31667975793726877
41,SAME,0.3297864800382555
42,SAME,0.17203732293319818
43,SAME,0.3689308652472501
44,SAME,0.3392680108298084
45,SAME,0.2061347030771743
46,SAME,0.2695906774492576
47,SAME,0.25158735306906393
48,SAME,0.2597811561264595
49,SAME,0.14607879025924514
50,SAME,0.3674732121383575
51,SAME,0.2579359934559742
52,SAME,0.2780462659928748
53,SAME,0.3708256228960152
54,SAME,0.18054758696968545
55,SAME,0.3273941576547105
56,SAME,0.23370906287344936
57,SAME,0.20361277986199777
58,SAME,0.26164790267817317
59,SAME,0.2725920275316586
60,SAME,0.22435114803376766
61,SAME,0.26581672896252945
62,SAME,0.22192271232474312
63,SAME,0.355147071716823
64,SAME,0.1716873242005509
65,SAME,0.22439169904777656
66,SAME,0.2733606017337463
67,SAME,0.26349933877324466
68,SAME,0.1954886955712264
69,SAME,0.12803279785198746
70,SAME,0.223144325565439
71,SAME,0.3241800037927309
72,SAME,0.35691975622705385
73,SAME,0.22746784185666163
74,SAME,0.2290944316806006
75,SAME,0.2579413815036262
76,SAME,0.243757159287514
77,SAME,0.2937560274680467
78,SAME,0.24802881973218266
79,SAME,0.2293966417274013
80,SAME,0.3301622188635032
81,SAME,0.27688694385701923
82,SAME,0.28801458877178326
83,SAME,0.24418512319981045
84,SAME,0.213998556585605
85,SAME,0.24240858261539502
86,SAME,0.22447374061218203
87,SAME,0.29144979224501927
88,SAME,0.20688531631982357
89,SAME,0.21858383657087274
90,SAME,0.22894616424592315
91,SAME,0.21662493881763947
92,SAME,0.15574524100458784
93,SAME,0.2834679372395508
94,SAME,0.28791554684301823
95,SAME,0.29798834117177375
96,SAME,0.29467492353300956
97,SAME,0.19918469950884912
98,SAME,0.1431050594453216
99,SAME,0.2712723678427793
100,SAME,0.22013927215699816
101,SAME,0.3199151621080845
102,SAME,0.3626051612549422
103,SAME,0.33513864721268183
104,SAME,0.35614265743680773
105,SAME,0.20544291889922614
106,SAME,0.2796557546891155
107,SAME,0.220264558302256
108,SAME,0.2709303809124032
109,SAME,0.22457715469079984
110,SAME,0.3630159349166564
111,SAME,0.3702024685119919
112,SAME,0.2699714557687391
113,SAME,0.3194611435371934
114,SAME,0.2751611710662198
115,SAME,0.322424143121324
116,SAME,0.2040261456217056
117,SAME,0.24114506664071952
118,SAME,0.2516507234407115
119,SAME,0.25297237805367156
120,SAME,0.2466030955648399
121,SAME,0.286219668421322
122,SAME,0.30991462342860554
123,SAME,0.31100314118830696
124,SAME,0.23215306410245787
125,SAME,0.28854409222378846
126,SAME,0.22253438989804133
127,SAME,0.24657168821699277
128,SAME,0.27607190240157886
129,SAME,0.3048175661678084
130,SAME,0.29806629837184023
131,SAME,0.3269545327754818
132,SAME,0.23925164796580045
133,SAME,0.27968234424071065
134,SAME,0.28387543084222877
135,SAME,0.25932301103235944
136,SAME,0.30648842571619983
137,SAME,0.3781186005267608
138,SAME,0.2307737313666797
139,SAME,0.2551898526367556
140,SAME,0.31219522745381845
141,SAME,0.24334452635700043
142,SAME,0.18761223756629758
143,SAME,0.29553864240934025
144,SAME,0.24326536111279273
145,SAME,0.27859687817845125
146,SAME,0.3195312629204914
147,SAME,0.2546811029693194
148,SAME,0.25347608439592934
149,SAME,0.2628827592516809
150,SAME,0.24823495875793783
151,SAME,0.14713682424257732
152,SAME,0.19885343689957818
153,SAME,0.28417714671495176
154,SAME,0.17150543967169699
155,SAME,0.28128528884761067
156,SAME,0.24288177420147913
157,SAME,0.2696613113747863
158,SAME,0.27676007781238793
159,SAME,0.24673423565163868
160,SAME,0.1917259138900049
161,SAME,0.27101443238443423
162,SAME,0.3421833371267134
163,SAME,0.25272650606619634
164,SAME,0.2403026856812749
165,SAME,0.21469538124248502
166,SAME,0.24844075477934793
167,SAME,0.27251538045087054
168,SAME,0.25623194078506745
169,SAME,0.18007448921169716
170,SAME,0.18618179843345053
171,SAME,0.3182642736768747
172,SAME,0.21494602418372405
173,SAME,0.2425012656176501
174,SAME,0.25204072514676223
175,SAME,0.22780917590913105
176,SAME,0.34384536170566327
177,SAME,0.25812050918870205
178,SAME,0.29906171668877335
179,SAME,0.24434630279717234
180,SAME,0.23933204889902043
181,SAME,0.26179713448999037
182,SAME,0.35745862201606954
183,SAME,0.2990109918057769
184,SAME,0.20041832647221997
185,SAME,0.21276764714118312
186,SAME,0.2183621815231704
187,SAME,0.23894765491201442
188,SAME,0.2250237142840052
189,SAME,0.27840732109821653
190,SAME,0.26440394868230777
191,SAME,0.2678924920271582
192,SAME,0.27725694004444756
193,SAME,0.20957921634316667
194,SAME,0.25488113166597914
195,SAME,0.23646697779541925
196,SAME,0.2912279477102361
197,SAME,0.20576216754234722
198,SAME,0.30347294793932467
199,SAME,0.2715622462277972
200,SAME,0.3872400616375681
201,SAME,0.28477129560588715
202,SAME,0.24671789240775277
203,SAME,0.2525503339461802
204,SAME,0.26179539379529415
205,SAME,0.23952793462312702
206,SAME,0.2827806687705004
207,SAME,0.2735899955404859
208,SAME,0.1910146894825587
209,SAME,0.23322783237308406
210,SAME,0.18456284375746754
211,SAME,0.31556833704376874
212,SAME,0.29513951434759056
213,SAME,0.20712270231082106
214,SAME,0.3264639412425443
215,SAME,0.28780836323289755
216,SAME,0.2859002295291233
217,SAME,0.24727718556720674
218,SAME,0.31991377355798556
219,SAME,0.23735456947896527
220,SAME,0.27201458700969733
221,SAME,0.14648365405553943
222,SAME,0.27607527560165973
223,SAME,0.36245170521699893
224,SAME,0.23275082758902813
225,SAME,0.2747527110989254
226,SAME,0.2504193112546742
227,SAME,0.30893703408783607
228,SAME,0.2649432197565444
229,SAME,0.30805443297774804
230,SAME,0.23076376700974655
231,SAME,0.2839521244182438
232,SAME,0.3273316826890302
233,SAME,0.23670968250722718
234,SAME,0.2777083952100197
235,SAME,0.19448490061385434
236,SAME,0.32720724467765727
237,SAME,0.3501223853880425
238,SAME,0.21900538767450992
239,SAME,0.19243090796604004
240,SAME,0.15577946690866426
241,SAME,0.24938155246782093
242,SAME,0.1862340861366808
243,SAME,0.2359230551403195
244,SAME,0.33100818253963704
245,SAME,0.25240561449434645
246,SAME,0.23065554770413302
247,SAME,0.2506744737090824
248,SAME,0.3030206276926264
249,SAME,0.2537232558584784
250,SAME,0.17746967548694723
251,SAME,0.1808663737987671
252,SAME,0.3400369907313256
253,SAME,0.28659031402602725
254,SAME,0.33832265375579856
255,SAME,0.3249195587641243
256,SAME,0.2518339972946639
257,SAME,0.17843370935149608
258,SAME,0.21569159257019271
259,SAME,0.3642272391707165
260,SAME,0.2581736517124486
261,SAME,0.19196673214653606
262,SAME,0.20341880579264637
263,SAME,0.26806660743935745
264,SAME,0.31457613291157444
265,SAME,0.3007323425185656
266,SAME,0.2515340733552575
267,SAME,0.3183326412329985
268,SAME,0.35196098857873215
269,SAME,0.28289354049423276
270,SAME,0.27340606824005936
271,SAME,0.29852123687937954
272,SAME,0.29300193915538536
273,SAME,0.2579016048372325
274,SAME,0.3375054772241961
275,SAME,0.35127005889592045
276,SAME,0.2270048837834154
277,SAME,0.29093290538673805
278,SAME,0.23334719420919103
279,SAME,0.24330704244831722
280,SAME,0.17573574545168788
281,SAME,0.24140779019099218
282,SAME,0.20397015138200866
283,SAME,0.32576321204080827
284,SAME,0.27780310079535736
285,SAME,0.3015109890860435
286,SAME,0.2107715662491362
287,SAME,0.26632458801921927
288,SAME,0.21968559900172346
289,SAME,0.2214913594109238
290,SAME,0.30910061745505873
291,SAME,0.25103283412029465
292,SAME,0.22898978429926106
293,SAME,0.1872669001336563
294,SAME,0.16620548056335901
295,SAME,0.33367921629765274
296,SAME,0.26994484373483957
297,SAME,0.2831324151047179
298,SAME,0.19192903814408468
299,SAME,0.2911403043688506
300,SAME,0.2544382844395721
301,SAME,0.21935995695220087
302,SAME,0.218020305182043
303,SAME,0.32763345088915447
304,SAME,0.29747382170938935
305,SAME,0.2309803156230469
306,SAME,0.12471288454207767
307,SAME,0.2948031033250463
308,SAME,0.2934246041490603
309,SAME,0.2639215992942999
310,SAME,0.301997272555165
311,SAME,0.18494700292303495
312,SAME,0.2572432127358186
313,SAME,0.25601225602430416
314,SAME,0.31978227858602964
315,SAME,0.23547500818550846
316,SAME,0.2994773519992231
317,SAME,0.28317260855675086
318,SAME,0.24965278253690099
319,SAME,0.2380556035066014
320,SAME,0.27934262870130416
321,SAME,0.2590724504916885
322,SAME,0.3565659906212725
323,SAME,0.22771756928851528
324,SAME,0.22604703018053113
325,SAME,0.3199953352687736
326,SAME,0.2856395404828603
327,SAME,0.16332085904923355
328,SAME,0.15919323008851288
329,SAME,0.24354429265004537
330,SAME,0.2212284486373592
331,SAME,0.2663744976636784
332,SAME,0.26507199909910995
333,SAME,0.21127665746648938
334,SAME,0.265430789204667
335,SAME,0.32650997176538266
336,SAME,0.33932745011859194
337,SAME,0.27446378178419806
338,SAME,0.2960293881041871
339,SAME,0.20182928540072353
340,SAME,0.2486673487886284
341,SAME,0.17146134222440917
342,SAME,0.28531249008045373
343,SAME,0.3155448018911428
344,SAME,0.2638783845795892
345,SAME,0.2662881019457995
346,SAME,0.2783585146071421
347,SAME,0.27753352879716453
348,SAME,0.263929691522961
349,SAME,0.16908045643004013
350,SAME,0.24846219197539882
351,SAME,0.2815398934951134
352,SAME,0.2247738645175644
353,SAME,0.11963137937000999
354,SAME,0.28623628878600443
355,SAME,0.22798001877189522
356,SAME,0.257099937976194
357,SAME,0.23788604819417525
358,SAME,0.2553605241518135
359,SAME,0.24466004703464986
360,SAME,0.19882593212886288
361,SAME,0.25200085117663035
362,SAME,0.2301723384948502
363,SAME,0.29365398486424593
364,SAME,0.25415025596951335
365,SAME,0.32109239342105966
366,SAME,0.2903328674326754
367,SAME,0.28020252083625174
368,SAME,0.2122390582602106
369,SAME,0.27288663371566607
370,SAME,0.21799026060890053
371,SAME,0.40761075409334097
372,SAME,0.18833395852964285
373,SAME,0.22972990797568207
374,SAME,0.2740984475858117
375,SAME,0.28216975343908196
376,SAME,0.2661278032189924
377,SAME,0.19576897262916215
378,SAME,0.268554542464763
379,SAME,0.2703310024426559
380,SAME,0.2609654454104634
381,SAME,0.2158959322989466
382,SAME,0.38057127776131894
383,SAME,0.2698847864839808
384,SAME,0.27471501619941807
385,SAME,0.23425675794218245
386,SAME,0.26653834456043946
387,SAME,0.28412700646821515
388,SAME,0.30368243784098226
389,SAME,0.113076477968773
390,SAME,0.21473780023399394
391,SAME,0.1898495572803345
392,SAME,0.2668758876334653
393,SAME,0.22475968169797123
394,SAME,0.23682728756892305
395,SAME,0.34041909692126293
396,SAME,0.19901046101816225
397,SAME,0.24884053881323417
398,SAME,0.321697515818687
399,SAME,0.1892633453448871
400,SAME,0.3173805943821971
401,SAME,0.2653664578488856
402,SAME,0.3052889948795151
403,SAME,0.28586891951635185
404,SAME,0.32948778870013223
405,SAME,0.26405943835266704
406,SAME,0.262471601450793
407,SAME,0.28781872643591805
408,SAME,0.25051613134674877
409,SAME,0.23886021773497915
410,SAME,0.2172930422178258
411,SAME,0.3071269456392002
412,SAME,0.15297311518730505
413,SAME,0.3276839093317923
414,SAME,0.25782830953942976
415,SAME,0.26056240147015175
416,SAME,0.2180045452835288
417,SAME,0.26052800391551134
418,SAME,0.29199347485470994
419,SAME,0.23208060718389847
420,SAME,0.2876540425062106
421,SAME,0.3298399861968722
422,SAME,0.21411286842987026
423,SAME,0.1990056630944886
424,SAME,0.35946069126859614
425,SAME,0.23162190917626016
426,SAME,0.2108349996777653
427,SAME,0.23167085572481513
428,SAME,0.3328650345354651
429,SAME,0.3064872464723672
430,SAME,0.31836866475105996
431,SAME,0.2601513824890071
432,SAME,0.21982748496514315
433,SAME,0.2648311389406723
434,SAME,0.20763006201836967
435,SAME,0.34655184756330887
436,SAME,0.23569045919550816
437,SAME,0.19519133266346095
438,SAME,0.23180499972089808
439,SAME,0.2001779711175686
440,SAME,0.31003174862891475
441,SAME,0.28936510162070017
442,SAME,0.27215183523333214
443,SAME,0.22311907391443667
444,SAME,0.20149536034521112
445,SAME,0.1972911828485972
446,SAME,0.28866616175217374
447,SAME,0.3251001877207141
448,SAME,0.34700487417674253
449,SAME,0.32586150280752507
450,SAME,0.1563044378696821
451,SAME,0.32791664719087915
452,SAME,0.2797820435810212
453,SAME,0.29875872484267174
454,SAME,0.2943964320681603
455,SAME,0.19308769142502136
456,SAME,0.2630062135002707
457,SAME,0.34987240455056623
458,SAME,0.24510281035157622
459,SAME,0.23088452545809365
460,SAME,0.3001993817466944
461,SAME,0.29276121791893434
462,SAME,0.23864854629582952
463,SAME,0.2666323002681453
464,SAME,0.3387887108919325
465,SAME,0.39272100441143415
466,SAME,0.26625079113543904
467,SAME,0.2874256908613227
468,SAME,0.2660553121665898
469,SAME,0.32982728688115626
470,SAME,0.20096674124482236
471,SAME,0.22137865908572987
472,SAME,0.21869471566327464
473,SAME,0.19415793149789562
474,SAME,0.24384869989134395
475,SAME,0.33150852183707336
476,SAME,0.21975688704280685
477,SAME,0.18907230579353543
478,SAME,0.2607643805345834
479,SAME,0.30377256480904746
480,SAME,0.3029586960807476
481,SAME,0.31616049858959877
482,SAME,0.24364192636861892
483,SAME,0.3074025329899453
484,SAME,0.28208232781167736
485,SAME,0.2783374082585604
486,SAME,0.2326528962269862
487,SAME,0.2234697245600269
488,SAME,0.28939595662823864
489,SAME,0.1615372357415678
490,SAME,0.28453985248837743
491,SAME,0.29340152823406324
492,SAME,0.22516488219254685
493,SAME,0.2506969826196783
494,SAME,0.20661791564164217
495,SAME,0.19705630908435717
496,SAME,0.28351252305090113
497,SAME,0.19643570911003227
498,SAME,0.2734581195212867
499,SAME,0.25577876616175893
500,SAME,0.29896461616694314
501,SAME,0.243038040557465
502,SAME,0.26468234948371316
503,SAME,0.3212576595013833
504,SAME,0.2503236471595034
505,SAME,0.16173173501782484
506,SAME,0.3008200090841846
507,SAME,0.32403255235642453
508,SAME,0.2817918567599427
509,SAME,0.2546550857521299
510,SAME,0.26785384345681923
511,SAME,0.23353550373785723
512,SAME,0.19108228683114
513,SAME,0.2518461446766038
514,SAME,0.20929709841700606
515,SAME,0.2727417391740878
516,SAME,0.22490752057752234
517,SAME,0.2765801669198562
518,SAME,0.2249434888421319
519,SAME,0.187154558919382
520,SAME,0.1588213441515771
521,SAME,0.21987182668104788
522,SAME,0.1771295432383819
523,SAME,0.3290889432376221
524,SAME,0.3036803747785781
525,SAME,0.21092779311745424
526,SAME,0.18819461383185712
527,SAME,0.25982002443950486
528,SAME,0.38868351573515564
529,SAME,0.23753819591599387
530,SAME,0.22630767724147097
531,SAME,0.18282133138973702
532,SAME,0.25104597334048334
533,SAME,0.2154261839312521
534,SAME,0.3084974600918266
535,SAME,0.25870408799358613
536,SAME,0.23047548299977527
537,SAME,0.1964578174619608
538,SAME,0.2885970867800237
539,SAME,0.3105236172562824
540,SAME,0.28081186650401985
541,SAME,0.3544083541409844
542,SAME,0.26571923405122466
543,SAME,0.24419996538618072
544,SAME,0.1959793830581687
545,SAME,0.2623490786332131
546,SAME,0.26161199022230586
547,SAME,0.2700931024665994
